rating,sentiment,cleaned_comment,comment
5,1,نسبت نظرا خرید دو شک‌بودم بین مدل سامسونگ گرون تر‌بود ظرفیتش10 000‌بود بنظرم مدل شیائومی ارزش خریداری بیشتر داره یکم سنگینه خب چون 20000 هست قابل قبوله بنظرمن,"من نسبت به نظرا خرید کردم، دو به شک بودم بین یه مدل سامسونگ که گرون تر بود و ظرفیتش۱۰٫۰۰۰ بود بنظرم این مدل شیائومی ارزش خریداری بیشتری داره.
یکم سنگینه که خب چون ۲۰۰۰۰ هستش قابل قبوله به بنظرمن"
5,1,نصب قیمت عالیه,نصبت به قیمتش عالیه
5,1,عالی تر مدل بانک چون راننده کمرشکن هست بیابان خیلی خیلی مفید کار راه اس سپاس فراوان همیشه عالی تر جنس برام فرستادن,عالی تر از این مدل پاور بانک ندیدم چون راننده کمرشکن هستم بیابان خیلی میرم خیلی برای من مفید و کار راه انداز است سپاس فراوان از دیجی کالا من همیشه عالی ترین جنس برام فرستادن
5,1,عالی هست,عالی هست
4,1,کیفیت خوبه بصورت میکنه ولی زمان زیادی برا شدن خودش میبره 25 سامسونگ 1112 طول میکشه زیاده نسبط ADATA حداکثر 8 ساعته فول میشه بخاطر فناوری pd هست نداره ولی خوب قیمتشم پایین تر هست,"کیفیتش خوبه بصورت فست شارژ میکنه
ولی زمان زیادی برا شارژ شدن خودش میبره که با فست ۲۵ سامسونگ تا ۱۱ـ۱۲ ساعت هم طول میکشه که زیاده
به نسبط پاور ADATA اون حداکثر ۸ ساعته فول میشه که بخاطر فناوری pd هست که این پاور نداره ولی خوب قیمتشم پایین تر از اون هست"
2,0,فروشنده روژکا هیچ وجه خرید جعبه بانکی ارسال‌شده‌برچسب پلمپ هیچ دفترچه راهنما فیلم آنباکسینگی سایت خودتون هست داخل جعبه نبودن سه طرف بالای پاکت خیلی ناشیانه نوار چسب زدن خود پاوربانک داخل جعبه باید داخل کاوری باشه نبود بالای پاکت کاملا مچاله شدست مشخصه جنس مصرفی شخص دیگست مثل دیگران پول مث بقیه جنس سالم,"از فروشنده روژکا به هیچ وجه خرید نکنید
جعبه پاور بانکی که برای من ارسال شده برچسب پلمپ که نداشت هیچ،دفترچه های راهنما که در فیلمهای آنباکسینگی که در سایت خودتون هست،داخل جعبه نبودن،سه طرف بالای پاکت،خیلی ناشیانه نوار چسب زدن،خود پاوربانک داخل جعبه باید داخل یه کاوری باشه که نبود،بالای پاکت کاملا مچاله شدست،مشخصه جنس مصرفی شخص دیگست،منم مثل دیگران پول دادم که مث بقیه جنس سالم بگیرم"
4,1,وزن خیلی سبک اندازه مناسب سرعت شدن واقعا کمه سرعت دشارژ مناسب پشتیبانی می‌کنه قیمت بالا بهتر‌بود TYPE - C داخل جعبه قرار اگر سوکت type - c خروجی هم‌بود بهتر‌بود ارسالی اصلی,"وزن خیلی سبک 
اندازه مناسب 
سرعت شارژ شدنش واقعا کمه
سرعت دشارژ مناسب و از فست شارژ پشتیبانی می کنه
قیمت بالا 
بهتر بود کابل TYPE-C داخل جعبه قرار می‌دادند 
اگر سوکت type-c خروجی هم بود بهتر بود 
کالای ارسالی اصلی بود"
5,1,سلام بانک توجه نظرات مردم خریداری الان بسیار بسیار بانکی ارسال‌شده‌راضی هست مشخصا فنی حرف مقاومت برابر رطوبت ضربه زده‌نشده‌ولی ریسک بانک رطوبت قرار ضربه عادی وارد تست مقاومت رطوبت داشته باشه تجربه‌ام راجب بانک کل بانک بسیار زیبا خوبی هست پیشنهاد اگه بانک نیاز اولین گزینه توی لیستتون ...,"سلام 
من این پاور بانک رو با توجه به نظرات مردم خریداری کردم و الان بسیار بسیار از پاور بانکی که برای من ارسال شده راضی هستم .
در مشخصات فنی حرفی از مقاومت در برابر رطوبت و ضربه زده نشده ولی من ریسک کردم و این پاور بانک رو هم در رطوبت و قرار دادم و هم ضربه عادی بهش وارد کردم تا تست مقاومت و رطوبت داشته باشه و بیام تا تجربه ام رو به شما راجب به این پاور بانک بگم.
در کل پاور بانک بسیار زیبا و خوبی هست پیشنهاد میکنم اگه به پاور بانک نیاز دارید اولین گزینه توی لیستتون این پاور ..."
5,1,6 ماهه استفاده براش کاور سیلیکونی کیف ضربه گیر کاملا راضی داقل 5 بار کامل می‌کنه چند بار ضربه خورده الحمدلله چیز نشده,"۶ ماهه دارم استفاده می‌کنم 
براش کاور سیلیکونی و کیف ضربه گیر هم خریدم 
کاملا راضیم ازش داقل ۵ بار گوشی رو کامل شارژ می‌کنه 
چند بار هم ضربه خورده که الحمدلله چیزیش نشده"
5,1,عالی‌بود هدیه عمل‌کرد اش,عالی بود برای هدیه و عملکرد اش
1,0,چندروزپیش کد اصالتشو سایت مربوطه اصل‌بود ولی ولی ولیییی چه فایده.20000اسمیه اما واقعی نزدیک 15000ه چون 6000میلی آمپره وقتی پاوربانک فول شارژ‌بود دوبارصفرتاصدپرش کرد یکبارم تا44درصد یعنی حتا نتونست 2بار نصف باتری 6000میلی پرکنه اونم سه روز نه اینکه چندروز استفاده باشه نه سه روز 2بار نزدیک نصف یعنی 44درصد فاجعه س وای بحال غیراصل‌ها اول کدرو اصله دوتا دیگه سفارش بد ولی دیگه چون پاوربانک14000واقعی هست یک جمله ...,چندروزپیش خریدم کد اصالتشو تو سایت مربوطه زدم.اصل بود ولی ولی ولیییی چه فایده.20000اسمیه اما واقعی نزدیک 15000ه.چون من گوشیم 6000میلی آمپره.وقتی پاوربانک فول شارژ بود دوبارصفرتاصدپرش کرد یکبارم تا44درصد.یعنی حتا نتونست 2بار و نصف باتری 6000میلی رو پرکنه.اونم تو سه روز.نه اینکه پاور چندروز بی استفاده باشه نه.تو سه روز 2بار و نزدیک نصف یعنی 44درصد.فاجعه س.وای بحال غیراصل ها.اول که کدرو زدم دیدم اصله خواستم دوتا دیگه سفارش بدم ولی دیگه نمیخرم چون پاوربانک14000واقعی هستش.یک جمله  ...
5,1,عالی روی 1 تومن,عالی من روی ۱ تومن خریدم
2,0,بانک اصلا کار مرجوع,پاور بانک اصلا کار نمیکرد و مرجوع کردم.
4,1,سرعت فسته اینکه سوپر نیست کیفیت خوبه خودش 8 ساعته میشه طبیعیه سه 20000 کل نسبت قیمت خوبه,"سرعت شارژش فسته و اینکه سوپر فست نیست 
کیفیتش خوبه خودش ۸ ساعته شارژ میشه که طبیعیه واسه ۲۰۰۰۰  
در کل نسبت به قیمتش خوبه"
5,1,خودم رفیق مسافرت یک روزه دو سریع کرد فقط خودش دیر میشه مقدار سنگینه البته نظر طبیعیه یک نکته دیگه اینکه کلا مدل خرید دم عید انجام ندید حتما نمودار تغییر قیمت چک معمولا گرون تر می‌افته,"خودم و رفیقم رفته بودیم مسافرت یک روزه. هر دو تا گوشی رو سریع شارژ کرد .
فقط خودش دیر شارژ میشه و یه مقدار سنگینه که البته به نظرم طبیعیه .
و یک نکته دیگه اینکه کلا این مدل خریدها رو دم عید انجام ندید و حتما نمودار تغییر قیمت رو چک کنید. معمولا گرون تر می افته🙂"
4,1,کار روزمره عالی سفر کوهنوردی پیکنیک ... واقعا کفایت می‌کنه عالی کاربردی,"برای کار های روزمره عالی 
برای سفر 
برای کوهنوردی و پیکنیک و... واقعا کفایت می کنه 

عالی و کاربردی"
4,1,بانک جمعه بدستم رسید کمی سنگین اس طبیعی اس خوب میشه دکمه پاورش عمل هیچ درد نمیخوره نو 3 را 95 درصد کنار‌بود سی درصد بی‌دلیل خالی‌شده نم دونم چرا باز تست حتما نتیجه دوست امروز 14 / 4 / 99,"پاور بانک جمعه بدستم رسید ، کمی سنگین است که طبیعی است ، خوب شارژ میشه ، دکمه پاورش عملش به هیچ دردی نمیخوره 
گوشی نوت ۳ را شارژ کردم ، ۹۵ درصد 
بعد از شارژ کشیدم ، گوشی کنار بود ، دیدم سی درصد شارژ بی دلیل خالی شده 
نمی دونم چرا ، 
باز تست میکنم حتما نتیجه رو برای دوستان می نویسم 
امروز ۱۴/۴/۹۹"
5,1,عالیه دست نداره,عالیه رو دست نداره
5,1,خوبه اصلیه خوب میکنه اینکه قدیما 20000 شیائومی ردمی سنگین تر اونه بنظرم کاور براش قیمتی نداره,خوبه اصلیه ، خوب شارژ میکنه و اینکه من قدیما 20000 شیائومی داشتم ، این ردمی سنگین تر از اونه ، بنظرم یه کاور هم براش بگیرید قیمتی نداره
5,1,رباکیفیت,رباکیفیت
1,0,20000 واقعی نیست ظرفیت واقعی 12000,۲۰۰۰۰ واقعی نیست ظرفیت واقعی ۱۲۰۰۰
5,1,بانک مطابق تصویر نمایش داده‌شده‌ارسال شد همرا تایپ سی برچسب گارانتی ارسال شد جعبه پلمب‌بود کد استعلام اصالت مخدوش نبود کامل باید 24 وصل باشد,پاور بانک مطابق تصویر نمایش داده شده ارسال شد. و همرا کابل تایپ سی و  برچسب گارانتی ارسال شد.جعبه پلمب بود و کد استعلام اصالت مخدوش نبود.برای شارژ کامل باید 24 ساعت به شارژ وصل باشد
4,1,سرعت خوبه خودش حدود 5 طول شد خیلی سنگینه,سرعت شارژ گوشی خوبه ، خودش حدود ۵ ساعت طول کشید شارژ شد ، خیلی سنگینه .
5,1,عالی,عالی
5,1,خیلی خفنه راضی خوب میکنه,خیلی خفنه راضیم و خوب شارژ میکنه
5,1,سلام وقت بخیر پیشنهاد ممنون,"سلام وقت بخیر 
پیشنهاد میکنم 
ممنون از دیجی کالا"
5,1,ممنون سالم بسته‌بندی عالی دست رسید هنوز استفاده ولی سالم صحیح دست رسیده امیدوار توجه تجربه قبلی عالی باشه البته عکس کاور پاوربانکی روش ...,ممنون از دیجی کالا سالم و با بسته بندی عالی به دستم رسید ، هنوز ازش استفاده نکردم ولی سالم و صحیح به دستم رسیده ، امیدوارم با توجه به تجربه قبلی اینم عالی باشه . البته عکسی که گذاشتم کاور پاوربانکی که از دیجی کالا خریده بودم روش گذاشتم ...
5,1,قیمت واقعا خوبه,تو این قیمت واقعا خوبه
5,1,فعلا خوبه,فعلا که خوبه
5,1,بانک خوبیه سرعت سریع نتظار البته سرعت بستگی شارژری داره شارژر 30 وات درکل عالیه,"پاور بانک خوبیه و سرعت شارژش هم سریعتر از نتظار بود
البته سرعت شارژ بستگی به شارژری داره که باهاش شارژش میکنید 
من با شارژر ۳۰ وات زدم
درکل عالیه"
5,1,خوب‌بود پیشنهاد,خوب بود پیشنهاد می کنم
5,1,خیلی اما آخر نتیجه خاصی ... انکر خیلی خوبه اما 900 تومان باید پول بدی ... همین دلیل اینو 488 گارانتی رایانه همراه ... خود وقتی اومد بسته‌بندی پلمپ نبود اما معلوم‌بود نو هست مرجوع ...,"من خیلی گشتم اما آخر به نتیجه خاصی نرسیدم... انکر هم خیلی خوبه اما ۹۰۰ تومان باید برایش پول بدی ... به همین دلیل من اینو خریدم ۴۸۸ 
با گارانتی رایانه همراه... 
از خود دیجی خریدم 
وقتی اومد بسته بندی پلمپ نبود اما پاور معلوم بود نو هست  منم مرجوع نکردم..."
4,1,سلام حدود 5 سال هست بانک استفاده قبلی مارک ماکسم‌بود خیلی خوب وهم ماندگاری خوبی داشته وشارژکردن صورت خیلی مطلوب وسریع حدود 1ساعت بوده ولی توانایی تعدا بیشتر را داره والبته دلیل اینکه 20 هزار آمپره وشاید همین خاطر دیر می‌شه والبته را صورت نسبتا سریع می‌کنه,با سلام من در حدود 5 سالی هست که از پاور بانک استفاده می کنم، پاور قبلیم مارک ماکسم  بود که هم خیلی خوب شارژ می شد وهم ماندگاری شارژ  خوبی داشته وشارژکردن گوشی هم به صورت خیلی مطلوب  وسریع در حدود 1ساعت بوده، ولی این پاور، توانایی شارژ گوشی به تعدا بیشتر را داره، والبته به دلیل اینکه 20 هزار آمپره، وشاید به همین خاطر دیر شارژ می شه   والبته گوشی را هم به صورت نسبتا سریع شارژ می کنه
5,1,عالی خریداری,عالی خریداری کنید
4,1,خوبی شیائومی اینه کد 20 رقمی تشخیص اورجینال بودن داره جنس قبلی همینجوری فیکه خوشبختانه اورجینال تنها عیب میشه سنگین بودنشه ولی توجه 20 هزار بودنشه بنظرم عیب نیست,"خوبی شیائومی اینه که کد ۲۰ رقمی برای تشخیص اورجینال بودن داره
جنس قبلی که خریدم رو همینجوری فهمیدم که فیکه و خوشبختانه این اورجینال بود
تنها عیبی که میشه بهش گرفت سنگین بودنشه ولی با توجه به ۲۰ هزار بودنشه بنظرم عیب نیست"
4,1,سپاس دیر,سپاس و  دیر شارژ میکند
5,1,درود فراوان ممنون موقع بسته‌بندی تمیز دست رسید کاملا اصل پلمپ تحویل لحاظ جنس کیفیت ردمی یکی محصولات مرغوب پر فروش بازار هست اطلاع تجربه قبلی خرید راضی هست باز ممنون,با درود فراوان . ممنون از دیجی کالا به موقع و با بسته بندی تمیز دستم رسید. کالا رو  کاملا اصل و پلمپ تحویل گرفتم . از لحاظ جنس و کیفیت هم ردمی یکی از محصولات مرغوب و پر فروش بازار هست و من با اطلاع و تجربه قبلی خرید کردم و ازش راضی هستم. بازم ممنون از دیجی کالا
4,1,خوبه فقط مشکل اینکه نمیشه دو سر تایپ سی اصلی استفاده کرد,خوبه فقط مشکل اینکه نمیشه با کابل دو سر تایپ سی اصلی گوشی، برای شارژ گوشی ازش استفاده کرد.
4,1,خوبه کاملا راضی هست درگاه شارژر تایپ سی داره میکرو خود باهش کنی 5هزار ملی آمپر هست 3بار گوشیمو ولی فعلا خودش داره فکر بتونم حداقل5بار کاش نمایش درصد وقت حرف یکم سنگین بزرگه برامن مشکل نداره چون برامسافرت واینکه یکم طول میکشه خودش شه البته طبیعیه 20هزار امپر زیاده خوب,"خوبه کاملا راضی هستم
هم درگاه شارژر تایپ سی داره هم میکرو
که خود پاور و باهش شارژ کنی 
گوشی من ۵هزار ملی آمپر هستش
۳بار گوشیمو باهاش شارژ کردم ولی فعلا خودش شارژ داره فکر کنم بتونم باهاش حداقل۵بار شارژ کنم
کاش نمایش درصد شارژ رو هم داشت
اون وقت حرف نداشت
یکم سنگین و بزرگه برامن مشکلی نداره چون برامسافرت میخواستم 
واینکه یکم طول میکشه خودش شارژ شه البته طبیعیه ۲۰هزار امپر زیاده خوب"
4,1,جنس انگار پلاستیکه ولی پورت خوبی داره ،، فعلا کار ولی ظاهرا خوبیه,جنسش انگار پلاستیکه ولی پورت های خوبی داره،، فعلا کار نکردم ولی ظاهرا پاور خوبیه
5,1,تمام روش تشخیص اصلی تقلبی بررسی اصل‌بود ممنون,من با تمام روشهای تشخیص اصلی با تقلبی بررسی کردم و اصل بود، ممنون
5,1,ظرفیت بانک سفر عالی تغییر ولتاژ دو بار زدن دکمه کردن ایرپاد هوشمند خونه 25 درصد هست اولیه 7 / 8 زمان میبره زود میشه فقط حمل کم سنگینه,"ظرفیت پاور بانک برای سفر عالی
تغییر ولتاژ شارژ با دو بار زدن دکمه پاور برای شارژ کردن ایرپاد و ساعت هوشمند 
هر خونه شارژ 25 درصد هستش 
شارژ اولیه 7/8 ساعت زمان میبره
بعد زودتر شارژ میشه 
فقط حملش یه کم سنگینه"
5,1,استفاده دائم حرفه‌ای گاهی شاید مسافرت اما خب ظرفیت بالا اس الانمون باتری بالای 6هزار میلی امپره مناسبه تعداد خروجی ورودی نظر مناسبه نشانگر ال‌ای دی سالمه خوب کار میکنه قیمت هم‌که همه چیز مهمتره مناسبترین‌بود توی بازه توی شگفت‌انگیز,"من استفاده دائم و حرفه ای ندارم.گاهی شاید مسافرت.
اما خب ظرفیتش بالا است و برای گوشی های الانمون که باتری هاش بالای ۶هزار میلی امپره مناسبه.
تعداد خروجی و ورودیش به نظر من مناسبه.
نشانگر ال ای دی هم سالمه و خوب کار میکنه.


قیمتش هم‌که از همه چیز مهمتره و مناسبترین بود توی این بازه.
توی شگفت انگیز خریدم"
5,1,چند ماه استفاده نظر واقعا خیلی عالی هست 4 - 5بار میتونید تون سریع داره همزمان میتونید دوتا گشتن بین پاور‌ها مدل انتخاب خیلی راضی هست پیشنهاد حتما سه مسافرت خیلی خوبه,"من بعد از چند ماه استفاده از این پاور دارم نظرم رو مینویسم
واقعا پاور خیلی عالی هست و ۴-۵بار میتونید گوشی تون رو شارژ کنید
شارژ سریع هم داره
همزمان میتونید دوتا گوشی رو شارژ کنید
من بعد از گشتن بین پاور ها این مدل رو انتخاب کردم و خیلی هم راضی هستم
پیشنهاد میکنم حتما بخرید👌🏻
واسه مسافرت خیلی خوبه"
4,1,سلام وقتی پاوربانک خرید دو خونه بخواطر همین صبح شب زدمش وقتی صبح چکش یک خونه ! ظهر بشه فول شد باید توجه تجربه خودم کامل 13 بار یک میکنه ! منتظر چیزی‌بودم پشت می‌خوندم زده کمپانی اصلی redmi نیست بالکه zizi هست خلاصه پیشنهاد,سلام. من وقتی این پاوربانک رو خرید دو خونه شارژ داشت بخواطر همین صبح تا شب زدمش به شارژ.وقتی صبح چکش کردم دیدم یک خونه شارژ شده بود!تا ظهر گذاشتم شارژ بشه و فول شد.باید با توجه به تجربه خودم بگم که با شارژ کامل ۱۳ بار یک گوشی رو شارژ میکنه!بعد من منتظر چیزی بودم داشتم پشتش رو می خوندم دیدم که زده کمپانی اصلیش redmi نیست بالکه zizi هست.خلاصه پیشنهاد می کنم بخرید
5,1,بانک تمام معنا طراحی زیبا بهترین بانک موجود بازار بانک خیال راحت برو سفر نگران,"یه پاور بانک به تمام معنا، طراحی زیبا، بهترین پاور بانک موجود در بازار
با این پاور بانک با خیال راحت برو سفر و نگران شارژ گوشیت نباش"
4,1,شارژر کامل هشت شد سامسونگ a52s هست هنگام اتصال علامت شارژر نمایش داده شد هشت درصد صدرصد یک سی دقیقه شارژر کرد 15 درصد چشم معلوم‌بود داره اضافه میشه نیم 45 درصد‌شده‌بود,"شارژر کامل هشت ساعت شد
گوشی من سامسونگ a52s هست در هنگام اتصال علامت فست شارژر نمایش داده شد و از هشت درصد تا صدرصد یک ساعت و سی دقیقه شارژر کرد
تا ۱۵ درصد با چشم معلوم بود داره اضافه میشه
بعد نیم ساعت ۴۵ درصد شده بود"
5,1,برند خوبیه عالی,برند خوبیه و عالی
5,1,سلام عنوان کادو پاوربانکو ولی نظر کلیمو میدم اولا سالم رسید دست بسته‌بندی خوبی قیمت مناسب تر‌بود فروشنده دیگه,"سلام من به عنوان کادو خریدم این پاوربانکو
ولی نظر کلیمو میدم اولا که سالم رسید به دستم بسته بندی خوبی داشت و قیمتش هم مناسب تر بود از فروشنده های دیگه"
5,1,عالی‌بود ممنون,عالی بود ممنون
5,1,اگه دنبال شارژر همزاه خوب میگردین انتخاب شک نکنین نسبت قیمت فوق العاده هست الان خوب کار کرده تنها عیب وزن زیاد هست اینکه اصلا نذارین باطری شارژر کامل خالی بشه چون هنگ میکنه اینکه عمر شارژر کوتاه میشه,اگه دنبال یه شارژر همزاه خوب میگردین در انتخابش شک نکنین. نسبت به قیمتش هم فوق العاده هست. تا الان که خوب کار کرده. تنها عیبش وزن زیادش هست. و اینکه اصلا نذارین باطری شارژر کامل خالی بشه. چون هم هنگ میکنه و هم اینکه عمر شارژر کوتاه میشه
5,1,عالی خوش قیمت,عالی و خوش قیمت
4,1,عالیه خرید شک,عالیه در خریدش شک نکنید
5,1,واقعا خوب کار میکنه ساله حدودا همیشه برام خوب بوده مدت یک سال خوب میشه خوب میکنه پشتیبانی میکنه مثل پریز آمپر بالا میکنه کل عالیه,واقعا خوب کار میکنه من یه ساله حدودا گرفتم همیشه برام خوب بوده تو مدت این یک سال ، هم خوب شارژ میشه هم خوب شارژ میکنه و فست هم پشتیبانی میکنه که مثل پریز گوشی های آمپر بالا رو هم شارژ میکنه ، در کل عالیه
5,1,پاوربانک خوب جهت عالی حساب میاد گارانتی مثلث همیار راضی شارژه خیلی عالی میکنه فقط کمی سنگینه نسبت ظرفیت طبیعیه سرعت شدن خود پاوربانک کمه تقریبا 8 طول میکشه اما خرید شدت توصیه میشه,پاوربانک خوب و از هر جهت عالی به حساب میاد من با گارانتی مثلث همیار خریدم و راضیم ازش فست شارژه و خیلی عالی شارژ میکنه فقط کمی سنگینه که نسبت به ظرفیتش طبیعیه و سرعت شارژ شدن خود پاوربانک کمه تقریبا ۸ ساعت طول میکشه اما خریدش به شدت توصیه میشه.
5,1,بانک شیامی 20000این دومی خیلی زود می‌کنه ضمنا نسبت که20000هستش بیشتر حرف میکنه واقعا کیفیت عالی داره اینو جدی میگ پیشنهاد پشیمان نمیشید,پاور بانک شیامی 20000این دومی میگیرم خیلی زود شارژ می‌کنه ضمناً نسبت به این که20000هستش بیشتر از این حرفها شارژ میکنه واقعا کیفیت عالی داره اینو جدی میگم پیشنهاد میکنم بخرید پشیمان نمیشید
4,1,معقول کار راه اندازه,معقول و کار راه اندازه
5,1,پاوربانک کامل قوی مناسب کردن چند هندزفری ... یکم وزن سنگینه بخاطر باتریشه مقابل اینهمه قابلیت مهم کاربردی واقعا می‌ارزه,"یه پاوربانک کامل و قوی مناسب شارژ کردن چندباره گوشی و هندزفری و ...
یکم وزنش سنگینه که بخاطر باتریشه در مقابل اینهمه قابلیت مهم و کاربردی واقعا می ارزه"
4,1,بانک عالی سه سامسونگ a12 هست باتری 5000 ته میکنه عالی لبتاب بانک چون توان خروجی انداره موبایله سه لب تاب خوب نیست تخفیف 1 میلیون پیشنهاد بخرین قیمت ارزش خرید داره,"پاور بانک عالی 
سه با گوشی من که سامسونگ a12 هست و باتریم ۵۰۰۰ واته رو شارژ میکنه و عالی
برای شارژ لبتاب هم میخواستم که این پاور بانک چون توان خروجیش انداره موبایله واسه لب تاب خوب نیست من تو تخفیف ۱ میلیون خریدم 
پیشنهاد میکنم بخرین.
با این قیمت ارزش خرید داره"
1,0,سرعت افتضاحه 10 دقیقه زور 1 درصد میکنه اصلا فایده نداره صرفا نمیزاره خاموش شه,سرعت شارژش افتضاحه هر ۱۰ دقیقه به زور ۱ درصد شارژ میکنه که اصلا فایده نداره صرفا نمیزاره گوشی خاموش شه
5,1,مناسب نسبت قیمت کارایی ...,مناسب نسبت به قیمت و کارایی...
5,1,یکی بهترین بانک اس,یکی از بهترین پاور بانک ها است
5,1,خوبیه,پاور خوبیه
5,1,نظر شارژر خوبی باشه دو روزه مشکل تداشته بار اول سفارش بدلیل عدم همکاری فروشنده نمیدونم اسم چی‌بود سفارش لغو اصلا خوشایند نبود اما فردا همان روز مجدد سفارش فروشنده بازرگانی نیک‌بود جنس کاملا پلمپ سالم تحویل بابت خوشحال,"به نظر شارژر خوبی باشه . دو روزه خریدم مشکلی تداشته
برای بار اول که سفارش دادم بدلیل عدم همکاری فروشنده که نمیدونم اسمش چی بود سفارش لغو گردید که این اصلا خوشایند نبود 
اما فردای همان روز مجدد سفارش دادم که فروشنده از بازرگانی نیک  بود و جنس کاملا پلمپ و سالم تحویل گردید که از این بابت خوشحالم."
5,1,راضی هست موندگاری خوبی داره خیلی نزدیک آمپر تعریف‌شده‌هست یکم سنگینه مهم نیست مشخصا شکل کارایی برام بیشتر مهم هست هنگام تکمیل بشه چهارتا چراغ ثابت میشه قیمت خوبی داره نسبتا ارزش خرید خوبی داره کامل حدود نه الی ده زمان میبره,"از خریدم راضی هستم
موندگاری خوبی داره خیلی نزدیک به آمپر تعریف شده هست
یکم سنگینه که برای من مهم نیست
مشخصات کالا و شکل و کارایی برام بیشتر مهم هست.
هنگامی که شارژش تکمیل بشه چهارتا چراغش ثابت میشه
قیمت خوبی هم داره که نسبتا ارزش خرید خوبی داره.
شارژ کاملش حدود نه الی ده ساعت زمان میبره."
5,1,بیرون فیکش زیاده یکی عضو خانواده فروشگاه اینترنتی دیگه حدود 400هزار ارزون تر خرید ظاهرشونم یکیه ولی سرعت شارژشو ... زمین آسمون فرق داره,"بیرون فیکش زیاده 
یکی از اعضای خانواده ما از یه فروشگاه اینترنتی دیگه حدود 400هزار ارزون تر خرید ظاهرشونم با هم یکیه ولی سرعت شارژشو...زمین تا آسمون با هم فرق داره."
5,1,دوست عزیزی زیر یکسال دستگاهشون خراب میشه دقت بانک شارژر نیست مرتب گوشیتونو دائم توی بقلتون باشه فقط وقتیست برق شهری دسترس نیست,دوستان عزیزی که زیر یکسال دستگاهشون خراب میشه دقت کنید که پاور بانک شارژر نیست که شما مرتب گوشیتونو باهاش شارژ کنید و دائم توی بقلتون باشه و بزنید به شارژ،این فقط برای وقتیست که برق شهری در دسترس نیست
0,0,خیلی تحقیق راجب بانک چند وقت قیمت بالا باز تحقیق ادامه اینکه شارژر نظر را جلب البته نظر دوست انتخاب تاثیر نبود شارژر همه حسن را باهم داره تنها عیب سنگینی هست اگر قضیه را میتونید تحمل قطعا بهترین انتخاب هست,من خیلی تحقیق کردم راجب پاور بانک و تو این چند وقت که قیمتها بالا میرفت بازم به تحقیقاتم ادامه دادم تا اینکه این شارژر نظرم را جلب کردم البته نظر دوستان هم تو انتخابم بی تاثیر نبود این شارژر همه حسن ها را باهم داره و تنها عیبش سنگینیش هست اگر این قضیه را میتونید تحمل کنید قطعا بهترین انتخاب هست.
5,1,سلام خیلی عالی‌بود فک اینقد خوب کنه خودش شارژر 6الی7ساعت شد گوشیمم چهارهزاره خیلی سریع کرد مثل برق خونه عمل میکنه داغ واقعیه اونقدرام سنگین نیست هنوز امتحان چندبار میکنه گوشیو درکل پیشنهاد ضرر نمیکنین,سلام.خیلی عالی بود فک نمیکردم اینقد خوب شارژ کنه .خودش با شارژر فست تو 6الی7ساعت شارژ شد .گوشیمم که چهارهزاره باهاش زدم شارژ خیلی سریع شارژ کرد مثل برق خونه عمل میکنه .گوشی هم داغ نکرد.فست شارژ واقعیه .اونقدرام سنگین نیست .هنوز امتحان نکردم چندبار شارژ میکنه گوشیو.درکل پیشنهاد میکنم ضرر نمیکنین.
5,1,عالیه پیشنهاد زود میکنه کیفیت ساخت خوبه دیر تموم میشه,عالیه پیشنهاد میکنم بخرید زود شارژ میکنه کیفیت ساخت خوبه دیر تموم میشه
5,1,الان کع استفاده واقعا مشکل,من خریدم تا الان کع دارم استفاده میکنم واقعا مشکلی ندیدم ازش
5,1,الان خوب بوده بدون مشکل,تا الان خوب بوده و بدون مشکل
5,1,عالیه همونی توضیحات گفتن بروبچ,عالیه همونی که تو توضیحات گفتن بروبچ
2,0,همراه نبود,کابل همراهش نبود
2,0,محصول ایشون ( نوین تل آنلاین ) برام ارسال کرده بودن اول اینکه کلا محصول چیز اسم پلمپ انگار قبلا باز - کارت جورایی داغون‌بود محصول غیراصل ( فیک )‌بود تصویری تصویر هست خیلی خیلی متفاوت بودش لیبل ... شیاومی نادرست بودش چسب چسبونده بودن روش اعتماد خرید متاسفانه جنسی برامون ارسال میشه فیک آب میاد,"محصولی که ایشون (نوین تل آنلاین) برام ارسال کرده بودن
اول اینکه کلا محصول چیزی به اسم پلمپ نداشت. انگار قبلا باز شده بود - کارتش هم یه جورایی داغون بود 
محصول غیراصل (فیک) بود و با تصویری که تو تصاویر دیجی کالا هستش خیلی خیلی متفاوت بودش
لیبل و ... شیاومی هم نادرست بودش 
کابل رو هم با چسب چسبونده بودن روش
ما به دیجی کالا اعتماد میکنیم خرید میکنیم متاسفانه جنسی که برامون ارسال میشه فیک از آب در میاد"
5,1,بانک تانک بار میزاری دیگه 4 روز نیاز نداری شارژر استفاده کنی باتری 4000 میلی آمپره 4 الی 5 بار میتونم کامل گوشیمو فقط ایراد داره اینکه روش خیلی زود خط خشی میشه اونم میتونین محافظ سیلیکونی بگیرین براش,پاور بانک نگو بگو پاور تانک یه بار میزاری شارژ دیگه 4 روز نیاز نداری از شارژر استفاده کنی گوشی من باتریش 4000 میلی آمپره 4 الی 5 بار میتونم کامل گوشیمو شارژ کنم فقط یه ایرادی داره اینکه روش خیلی زود خط و خشی میشه اونم که میتونین محافظ سیلیکونی بگیرین براش
